id_student,total_clicks,avg_clicks_per_day,active_days,first_activity,last_activity,activity_span
506248,337,2.8803418803418803,25,2,96,94
506288,164,3.5652173913043477,9,-18,12,30
506289,1158,3.676190476190476,42,-12,61,73
506309,2817,3.3736526946107785,122,-18,228,246
506321,2380,5.162689804772234,81,-13,239,252
506360,214,2.8157894736842106,15,-5,193,198
506380,7,1.4,4,-18,18,36
506412,2305,3.8870151770657673,86,-17,225,242
506476,129,2.74468085106383,11,-16,44,60
506498,203,2.230769230769231,12,8,99,91
506504,954,4.77,52,14,235,221
506533,514,2.5320197044334973,54,-5,228,233
506543,2170,5.30562347188264,81,-7,263,270
506550,3814,3.4894784995425434,155,-18,248,266
506582,5867,3.5971796443899446,279,-18,261,279
506618,974,3.8804780876494025,66,-9,114,123
506622,1555,3.432671081677704,87,-3,227,230
506650,323,2.2430555555555554,33,-6,185,191
506674,282,2.41025641025641,19,-15,87,102
506679,955,3.82,59,-15,228,243
506705,2026,3.337726523887974,99,-16,242,258
506753,1258,2.9324009324009324,109,-5,234,239
506767,756,2.415335463258786,71,-8,233,241
506783,340,3.617021276595745,18,-2,137,139
506785,917,2.6502890173410405,75,-9,234,243
506804,1048,2.0589390962671907,88,-5,262,267
506824,22,2.75,4,1,19,18
506829,1159,2.281496062992126,83,-18,234,252
506930,1472,4.407185628742515,46,11,239,228
506980,108,2.511627906976744,11,-10,60,70
507009,115,3.2857142857142856,5,-7,32,39
507010,1257,3.1822784810126583,54,1,236,235
507014,285,2.766990291262136,20,-7,235,242
507016,398,2.0729166666666665,74,-9,248,257
507031,107,1.244186046511628,15,-18,121,139
507034,5166,3.781844802342606,174,-18,240,258
507084,254,2.8222222222222224,20,-8,64,72
507113,1027,2.189765458422175,92,-13,232,245
507115,167,2.3194444444444446,16,-18,58,76
507149,1098,3.4968152866242037,58,5,260,255
507184,53,2.65,7,-9,20,29
507257,11,1.2222222222222223,2,-3,201,204
507279,119,3.1315789473684212,8,-10,213,223
507285,4374,3.4659270998415215,197,-17,258,275
507300,319,3.7976190476190474,9,3,38,35
507303,24,2.6666666666666665,1,-5,-5,0
507311,307,2.3984375,17,-11,30,41
507320,94,4.476190476190476,2,3,5,2
507334,966,4.2,46,5,240,235
507344,2296,3.211188811188811,154,-18,244,262
507359,217,2.8552631578947367,13,13,184,171
507375,5371,3.8038243626062322,195,-11,264,275
507386,341,3.5894736842105264,21,-5,136,141
507387,131,1.7236842105263157,16,-1,82,83
507388,246,3.727272727272727,11,-18,67,85
507478,269,1.8299319727891157,27,-16,155,171
507523,683,2.7764227642276422,70,-17,234,251
507576,14,2.0,1,-19,-19,0
507577,400,3.053435114503817,23,-17,73,90
507671,524,3.1377245508982035,42,-18,78,96
507676,62,1.441860465116279,9,-10,85,95
507685,12,2.0,2,-5,-2,3
507730,44,2.0952380952380953,4,29,53,24
507743,4661,3.696272799365583,181,-16,265,281
507783,1890,4.247191011235955,96,1,236,235
507801,3,3.0,1,-11,-11,0
507812,136,2.6153846153846154,10,-15,45,60
507817,135,2.142857142857143,13,4,187,183
507844,583,3.62111801242236,42,-7,234,241
507935,5599,4.401729559748428,144,-18,268,286
507941,8927,4.375980392156863,202,-18,264,282
507967,694,3.0844444444444443,27,-18,127,145
507983,185,2.3417721518987342,12,-1,116,117
508025,3488,2.654490106544901,218,-18,257,275
508028,1330,3.015873015873016,88,0,264,264
508047,96,1.5737704918032787,12,-10,47,57
508059,4,1.3333333333333333,3,-3,113,116
508068,1385,3.8049450549450547,49,-10,222,232
508079,832,2.2486486486486488,61,-3,246,249
508100,765,1.7346938775510203,90,-5,222,227
508210,3242,4.964777947932618,106,0,263,263
508232,71,2.730769230769231,8,-18,21,39
508244,1960,3.5125448028673834,80,-10,235,245
508246,324,2.3649635036496353,25,8,228,220
508274,6468,4.700581395348837,178,-18,268,286
508288,2,1.0,1,16,16,0
508295,4100,3.480475382003396,163,-18,262,280
508326,913,2.8984126984126983,46,-11,236,247
508388,1755,3.3685220729366603,72,-16,259,275
508400,984,3.501779359430605,37,-5,219,224
508414,5,1.25,3,-10,11,21
508422,38,1.9,4,-6,32,38
508431,15,3.0,1,-8,-8,0
508446,337,1.9707602339181287,25,8,73,65
508452,782,2.2471264367816093,52,-8,238,246
508470,431,1.9241071428571428,41,6,213,207
508517,46,1.6428571428571428,11,-10,31,41
508537,2871,3.9221311475409837,166,2,239,237
508572,2080,5.636856368563685,40,0,222,222
508573,1138,4.108303249097473,66,-3,229,232
508594,994,2.311627906976744,101,-18,226,244
508601,635,3.1592039800995027,27,-12,36,48
508615,526,2.296943231441048,44,-15,239,254
508626,8761,4.005944215820759,266,-18,269,287
508627,761,4.113513513513514,20,-17,233,250
508630,808,2.7114093959731544,33,-10,67,77
508637,5691,2.8187221396731057,224,-18,268,286
508662,7394,6.100660066006601,206,-9,240,249
508668,12,1.3333333333333333,2,7,32,25
508713,123,2.0847457627118646,7,0,69,69
508749,541,3.6554054054054053,28,15,129,114
508759,2562,2.5852674066599395,169,-10,219,229
508775,947,3.1672240802675584,45,-18,50,68
508785,400,1.834862385321101,34,-16,101,117
508804,7213,4.252948113207547,241,-18,266,284
508818,1127,4.113138686131387,61,-9,243,252
508829,354,3.4038461538461537,33,-18,164,182
508830,2419,3.4557142857142855,93,-18,240,258
508859,4154,3.1186186186186187,207,-13,259,272
508872,110,1.5277777777777777,21,2,93,91
508924,507,2.0609756097560976,71,-6,217,223
508927,1109,3.6123778501628663,50,-11,130,141
508934,1766,2.238276299112801,170,-16,229,245
508940,353,2.2628205128205128,23,31,220,189
508942,8128,4.277894736842105,167,-18,187,205
509029,1094,3.0054945054945055,69,-18,239,257
509034,948,2.8214285714285716,57,-13,229,242
509036,263,2.0708661417322833,26,0,131,131
509102,4172,2.4789067142008316,231,-18,257,275
509148,154,3.276595744680851,11,-17,29,46
509150,1615,3.2171314741035855,60,-13,164,177
509156,807,4.5083798882681565,34,7,249,242
509177,16,1.4545454545454546,5,-10,9,19
509183,3142,4.096479791395046,144,-18,240,258
509226,394,2.106951871657754,48,-5,226,231
509236,269,2.717171717171717,23,-10,170,180
509258,259,4.886792452830188,7,17,96,79
509277,1324,2.9035087719298245,104,-15,227,242
509279,691,1.9799426934097422,70,-18,230,248
509292,4874,4.973469387755102,140,-11,183,194
509327,2246,2.184824902723735,126,-18,261,279
509390,43,2.15,8,-4,131,135
509402,14,2.0,2,-9,-6,3
509407,753,3.1772151898734178,42,-18,85,103
509416,55,2.5,5,-18,16,34
509417,3,3.0,1,-11,-11,0
509466,101,2.3488372093023258,12,-8,108,116
509501,90,2.3076923076923075,8,-7,59,66
509535,112,2.0,7,-13,28,41
509536,5136,4.276436303080766,202,-18,265,283
509578,1901,2.5079155672823217,143,-9,250,259
509607,3874,3.2096106048053024,201,-10,268,278
509610,2240,2.5454545454545454,156,-17,261,278
509634,835,1.928406466512702,88,-15,151,166
509649,408,2.4727272727272727,35,-12,225,237
509680,2,1.0,1,2,2,0
509696,356,2.282051282051282,62,-4,224,228
509710,242,2.7191011235955056,15,-5,78,83
509737,4,1.3333333333333333,2,-9,-2,7
509768,515,2.31981981981982,41,-5,214,219
509780,2554,4.015723270440252,107,-18,266,284
509797,431,2.9121621621621623,32,-5,216,221
509839,580,2.3015873015873014,49,-18,228,246
509845,837,4.728813559322034,36,-2,105,107
509866,25,1.3888888888888888,6,-16,215,231
509873,92,1.4153846153846155,7,-10,25,35
509901,172,2.324324324324324,13,-8,56,64
509913,568,2.6792452830188678,46,-10,240,250
509926,310,2.5,23,-6,151,157
509929,2036,2.5772151898734177,181,-18,261,279
509933,781,1.9772151898734178,65,-25,257,282
509935,770,3.701923076923077,44,-9,237,246
509940,383,3.0396825396825395,21,-12,96,108
509998,57,5.7,4,-23,-9,14
510027,892,2.831746031746032,45,-17,88,105
510054,833,1.7837259100642398,121,-18,227,245
510068,123,2.3207547169811322,10,9,247,238
510070,1162,3.4480712166172105,62,-18,159,177
510141,1256,5.413793103448276,36,-9,104,113
510142,4156,3.737410071942446,151,-9,236,245
510149,2975,3.487690504103165,161,-10,257,267
510169,90,3.6,9,-1,165,166
510182,1956,2.0786397449521785,184,-18,258,276
510186,6196,4.025990903183886,149,-17,221,238
510195,2542,2.9523809523809526,203,-16,240,256
510266,5147,3.2534766118836917,226,-13,269,282
510335,1607,3.862980769230769,50,30,226,196
510401,716,3.4095238095238094,45,-10,268,278
510402,1723,4.510471204188482,75,-11,235,246
510420,2678,3.355889724310777,99,-18,238,256
510424,337,1.6201923076923077,34,-23,198,221
510435,290,3.152173913043478,12,-16,32,48
510438,7,1.1666666666666667,1,11,11,0
510456,4525,3.2183499288762447,209,-25,259,284
510460,1833,3.8834745762711864,81,-18,263,281
510471,870,4.754098360655738,36,-6,244,250
510492,267,2.4272727272727272,20,-2,185,187
510530,1213,2.559071729957806,58,-13,169,182
510532,1,1.0,1,-5,-5,0
510533,283,2.143939393939394,22,58,253,195
510534,2388,3.5535714285714284,78,-12,268,280
510556,3447,4.6455525606469,115,-7,234,241
510693,2109,4.055769230769231,67,-16,222,238
510694,667,2.9513274336283186,44,-4,235,239
510737,211,2.74025974025974,16,-11,244,255
510756,605,2.4007936507936507,50,-5,233,238
510759,3612,4.204889406286379,135,-18,240,258
510762,255,2.5247524752475248,10,-10,12,22
510776,274,2.2459016393442623,19,-3,105,108
510845,583,2.4291666666666667,54,-8,227,235
510846,105,2.1,6,-18,21,39
510864,662,2.596078431372549,89,-18,261,279
510868,6,1.2,2,-6,0,6
510873,895,1.811740890688259,89,-17,260,277
510874,685,4.3354430379746836,32,58,220,162
510883,4379,4.352882703777336,164,-18,229,247
510914,741,3.5454545454545454,50,-18,135,153
511001,2456,4.066225165562914,107,-9,247,256
511005,183,2.152941176470588,8,-5,15,20
511050,273,2.814432989690722,17,-2,176,178
511067,749,2.703971119133574,52,6,234,228
511199,741,3.8,34,-17,164,181
511228,934,3.511278195488722,69,4,223,219
511246,18,2.25,1,-2,-2,0
511258,5766,5.429378531073446,136,-18,265,283
511271,1,1.0,1,5,5,0
511282,1273,2.2100694444444446,87,-18,240,258
511295,36,2.1176470588235294,3,17,19,2
511306,7561,5.580073800738007,238,-9,238,247
511309,1500,3.054989816700611,59,-12,263,275
511340,24,2.4,1,1,1,0
511345,749,2.008042895442359,76,-14,240,254
511350,1917,2.8654708520179373,104,-18,208,226
511453,641,2.727659574468085,49,-18,234,252
511459,488,2.4158415841584158,29,2,240,238
511473,1953,3.906,87,-18,236,254
511474,518,4.709090909090909,20,-9,34,43
511492,60,2.3076923076923075,8,-8,222,230
511506,1076,2.7519181585677748,93,-9,205,214
511515,2415,3.14453125,90,-9,236,245
511524,1879,4.251131221719457,85,-8,230,238
511527,127,2.54,8,-3,159,162
511544,7,2.3333333333333335,3,-15,-6,9
511569,440,2.2564102564102564,28,-16,46,62
511571,1322,4.3202614379084965,67,-16,248,264
511576,872,2.3760217983651226,75,-12,198,210
511612,466,4.160714285714286,29,-11,108,119
511636,279,2.8181818181818183,26,-18,21,39
511657,233,2.588888888888889,15,0,101,101
511676,619,1.8644578313253013,55,-25,240,265
511678,12351,6.295107033639144,263,-10,268,278
511693,303,2.2116788321167884,22,-4,225,229
511762,4966,3.5547602004294916,175,-18,236,254
511807,1819,4.393719806763285,94,-9,237,246
511890,495,2.734806629834254,51,-18,82,100
511901,190,2.021276595744681,24,-5,203,208
511912,3604,5.193083573487032,107,-18,233,251
511949,1030,2.607594936708861,66,-8,169,177
511958,163,2.0632911392405062,11,-15,3,18
511981,2168,2.9456521739130435,157,-15,269,284
511990,234,3.25,10,29,79,50
512046,730,2.4745762711864407,79,-23,255,278
512050,74,2.3125,4,-13,16,29
512070,23,2.3,1,29,29,0
512080,755,2.2076023391812867,64,-16,240,256
512118,129,2.58,11,0,70,70
512123,89,2.5428571428571427,12,-17,89,106
512180,91,1.82,10,-9,86,95
512236,296,2.0555555555555554,26,9,182,173
512242,384,2.4615384615384617,27,-9,156,165
512257,922,3.3405797101449277,73,-18,239,257
512258,1297,3.5534246575342467,96,-15,250,265
512259,2995,2.4589490968801315,194,-18,261,279
512305,320,3.1372549019607843,16,-12,28,40
512330,77,2.75,13,-11,218,229
512335,2559,4.883587786259542,49,-12,100,112
512353,127,3.735294117647059,10,-2,74,76
512404,133,1.8472222222222223,16,-15,57,72
512411,1093,3.2529761904761907,44,-6,257,263
512417,1593,2.33920704845815,173,-9,268,277
512460,521,2.217021276595745,58,-10,234,244
512475,1844,3.0887772194304857,99,-18,228,246
512525,505,3.5314685314685317,43,-1,136,137
512546,166,2.7666666666666666,14,-11,12,23
512581,2885,4.418070444104135,126,-10,206,216
512582,397,2.8768115942028984,30,-16,142,158
512693,34,2.0,4,-2,2,4
512706,1150,2.0985401459854014,130,-18,260,278
512722,1026,3.5136986301369864,95,-9,262,271
512725,12,1.5,3,-5,0,5
512775,266,2.66,19,-9,198,207
512805,379,2.203488372093023,51,4,233,229
512839,140,2.3728813559322033,12,-4,57,61
512852,1319,4.353135313531353,53,-3,242,245
512859,59,2.185185185185185,6,9,47,38
512861,1809,2.5805991440798857,105,-14,233,247
512883,255,2.3181818181818183,23,-7,130,137
512911,257,2.4711538461538463,22,-5,224,229
512929,1065,2.2327044025157234,118,-5,236,241
512940,395,2.598684210526316,55,-5,251,256
512961,385,4.753086419753086,12,-11,46,57
512977,189,2.147727272727273,21,-3,255,258
512995,828,2.688311688311688,58,-9,227,236
513007,102,2.6153846153846154,15,-7,148,155
513076,216,2.3736263736263736,23,-9,220,229
513077,1215,2.3455598455598454,98,2,234,232
513093,3142,4.654814814814815,119,-8,240,248
513166,435,3.0,40,5,233,228
513172,559,2.6121495327102804,38,-13,189,202
513204,307,1.883435582822086,31,-13,123,136
513210,1099,4.309803921568627,39,7,194,187
513211,71,5.916666666666667,2,12,32,20
513228,1112,3.6578947368421053,57,-18,247,265
513246,545,2.632850241545894,37,-10,114,124
513250,894,2.9215686274509802,47,-9,106,115
513266,2509,3.144110275689223,86,4,236,232
513268,3853,4.681652490886999,101,-6,239,245
513272,239,2.060344827586207,16,-18,89,107
513283,705,2.365771812080537,59,-25,150,175
513315,1621,2.5936,82,-1,217,218
513349,2755,2.912262156448203,106,-18,226,244
513356,124,2.7555555555555555,12,-18,212,230
513396,486,2.7150837988826817,35,-2,219,221
513415,97,2.0638297872340425,8,15,65,50
513422,1566,2.709342560553633,81,1,240,239
513428,6052,3.9947194719471946,168,-9,242,251
513482,82,2.342857142857143,7,-18,51,69
513499,1071,2.9423076923076925,71,-18,255,273
513638,789,2.933085501858736,35,-18,232,250
513672,1232,4.928,57,-18,236,254
513687,3542,2.7246153846153844,121,-18,241,259
513701,1148,3.30835734870317,66,-16,241,257
513733,5547,4.970430107526882,161,-3,240,243
513751,2005,4.221052631578948,92,-9,236,245
513757,827,2.642172523961661,69,-7,237,244
513773,656,2.2162162162162162,46,-15,228,243
513796,161,3.8333333333333335,6,-18,-3,15
513836,469,2.2766990291262137,30,-10,89,99
513853,4274,2.919398907103825,222,-18,261,279
513854,3604,2.5633001422475106,219,-15,240,255
513881,676,2.7704918032786887,45,-9,162,171
513934,890,2.6176470588235294,76,-18,134,152
513954,86,2.4571428571428573,11,0,98,98
513957,267,2.3217391304347825,29,-15,229,244
513969,283,2.596330275229358,32,-5,226,231
514000,124,3.3513513513513513,9,-9,229,238
514006,7,2.3333333333333335,1,-9,-9,0
514028,109,2.2244897959183674,7,1,28,27
514031,1157,3.127027027027027,61,-6,228,234
514040,360,6.923076923076923,8,53,113,60
514043,146,2.056338028169014,14,-2,207,209
514074,474,2.9440993788819876,30,-2,91,93
514078,3286,4.207426376440461,113,4,252,248
514096,376,1.8894472361809045,25,-18,131,149
514125,2393,2.756912442396313,219,-18,261,279
514140,2499,3.0217654171704957,171,-8,230,238
514186,455,3.013245033112583,20,-18,62,80
514218,28,2.0,5,-17,33,50
514277,396,2.2758620689655173,48,-25,240,265
514300,504,2.88,40,-5,208,213
514302,673,2.474264705882353,58,-10,252,262
514324,144,3.272727272727273,13,-11,93,104
514365,57,2.85,2,-9,-4,5
514445,377,2.016042780748663,37,-9,240,249
514504,460,2.288557213930348,46,2,140,138
514526,45,2.25,3,-22,-16,6
514556,1333,2.9887892376681613,51,-18,167,185
514558,2222,3.982078853046595,89,-2,266,268
514580,3602,4.247641509433962,101,-18,221,239
514633,464,2.2524271844660193,30,11,53,42
514648,586,2.515021459227468,56,-1,221,222
514675,1006,3.5298245614035086,58,2,235,233
514699,93,3.3214285714285716,10,1,52,51
514756,1452,3.5072463768115942,52,-6,238,244
514773,581,2.451476793248945,47,-16,94,110
514776,890,2.4722222222222223,47,-1,258,259
514852,133,3.8,6,-18,17,35
514864,1790,2.475795297372061,198,-10,268,278
514903,2489,3.6874074074074072,143,-18,231,249
514913,1333,3.166270783847981,57,-18,106,124
514934,16,1.6,1,-5,-5,0
514951,58,2.0,5,-8,28,36
514969,6643,5.499172185430464,167,-18,227,245
514981,1215,4.02317880794702,69,-6,228,234
514987,438,2.342245989304813,45,11,226,215
515035,33,1.9411764705882353,3,0,95,95
515046,4711,2.681274900398406,207,-15,239,254
515051,407,2.75,34,-8,229,237
515052,306,2.1549295774647885,45,-17,240,257
515056,1055,2.691326530612245,83,1,234,233
515070,191,3.0806451612903225,13,-16,67,83
515105,1292,2.6639175257731957,86,-9,226,235
515107,2066,2.5954773869346734,131,-18,240,258
515125,563,4.2330827067669174,37,-17,228,245
515130,47,1.6785714285714286,6,-6,9,15
515161,59,1.6388888888888888,6,4,51,47
515170,1731,2.6187594553706504,93,-16,226,242
515203,81,1.8,7,6,173,167
515247,939,2.395408163265306,76,-16,132,148
515278,276,5.0181818181818185,6,-2,24,26
515285,2568,3.2588832487309647,121,-18,251,269
515311,666,2.448529411764706,65,1,236,235
515329,749,3.4516129032258065,38,-5,247,252
515331,367,2.7803030303030303,22,-16,196,212
515345,110,2.2448979591836733,9,5,116,111
515349,1322,3.7663817663817665,57,-5,234,239
515417,23,1.3529411764705883,6,-10,105,115
515426,1551,3.976923076923077,90,-16,191,207
515474,549,2.589622641509434,59,-9,236,245
515491,2159,3.01115760111576,121,-12,257,269
515496,507,3.4489795918367347,38,-15,226,241
515497,161,2.476923076923077,18,-8,239,247
515515,536,3.392405063291139,34,-17,149,166
515520,417,2.229946524064171,30,21,233,212
515536,24,1.6,6,-17,17,34
515574,854,3.247148288973384,36,-8,165,173
515595,1676,2.694533762057878,106,-15,230,245
515645,387,2.5294117647058822,47,-3,235,238
515646,1837,5.600609756097561,75,-10,261,271
515648,68,2.193548387096774,6,-9,38,47
515676,289,1.8176100628930818,33,29,254,225
515734,1020,3.1875,64,-17,212,229
515774,3128,3.8474784747847477,146,-18,252,270
515821,454,4.934782608695652,30,-6,128,134
515833,3785,4.296254256526674,100,-18,234,252
515844,736,2.619217081850534,42,-5,151,156
515857,5517,3.5342729019859065,181,-18,241,259
515859,876,3.8421052631578947,36,-11,127,138
515888,3878,3.4348981399468554,194,-18,268,286
515903,1298,2.273204903677758,135,-12,228,240
515936,287,2.296,48,-9,200,209
515938,3590,4.145496535796767,168,-14,235,249
515945,1232,2.1168384879725086,123,-15,238,253
515959,271,2.1338582677165356,27,3,163,160
515965,210,1.9811320754716981,26,-15,175,190
515977,1694,2.9719298245614034,116,-18,240,258
516010,1164,2.0711743772241995,102,-14,229,243
516024,1388,3.105145413870246,110,-18,228,246
516047,136,4.387096774193548,9,-8,58,66
516057,757,2.7427536231884058,72,-7,236,243
516095,2262,3.6192,75,-13,266,279
516165,2,2.0,1,-8,-8,0
516214,158,3.6744186046511627,6,-10,30,40
516222,358,2.324675324675325,16,-18,17,35
516238,2403,3.16600790513834,109,0,227,227
516281,648,2.43609022556391,85,-6,221,227
516318,69,2.6538461538461537,6,20,119,99
516364,345,2.4125874125874125,28,-6,213,219
516398,1211,2.0700854700854703,86,-7,238,245
516405,30,1.5,6,-12,40,52
516432,2431,2.921875,189,-9,235,244
516434,2394,4.875763747454175,84,-11,248,259
516435,1007,3.4486301369863015,30,-18,221,239
516447,1,1.0,1,0,0,0
516450,1349,2.1446740858505566,143,-5,240,245
516456,211,1.9537037037037037,30,0,227,227
516475,105,1.875,18,16,226,210
516495,477,2.0472103004291844,58,-1,226,227
516496,584,3.0899470899470898,38,-17,238,255
516529,261,2.309734513274336,25,-9,226,235
516562,450,1.7647058823529411,41,-16,171,187
516588,21,2.625,2,3,17,14
516601,183,2.259259259259259,24,-1,210,211
516602,1114,3.3154761904761907,57,-11,264,275
516620,1203,2.9557739557739557,54,-2,236,238
516634,4411,3.776541095890411,182,-12,238,250
516653,685,2.2986577181208054,72,-12,234,246
516673,160,3.2653061224489797,5,-10,21,31
516685,318,3.212121212121212,18,-9,45,54
516726,830,2.577639751552795,96,-18,240,258
516728,28,4.666666666666667,2,2,49,47
516770,6328,3.6833527357392315,152,-18,229,247
516776,10,1.6666666666666667,1,19,19,0
516841,559,2.4844444444444442,47,-5,227,232
516843,2393,2.6325632563256325,115,-11,228,239
516894,24,1.6,2,2,33,31
516926,130,1.9696969696969697,22,-8,184,192
516946,914,2.611428571428571,58,-13,164,177
517000,4243,3.199849170437406,206,-10,257,267
517016,18,2.5714285714285716,3,-10,15,25
517043,136,2.5660377358490565,9,-3,130,133
517062,1642,3.774712643678161,69,-11,132,143
517093,3618,2.5212543554006968,225,-17,244,261
517094,1192,5.345291479820628,46,-15,239,254
517175,11,2.2,2,5,10,5
517195,1846,3.752032520325203,67,3,228,225
517223,100,3.5714285714285716,7,9,94,85
517231,4935,4.005681818181818,188,-10,268,278
517263,453,2.0405405405405403,46,22,223,201
517269,19175,6.229694606887589,212,-3,233,236
517274,1221,3.9642857142857144,26,-7,227,234
517277,1956,4.517321016166282,85,3,241,238
517349,3052,3.303030303030303,174,-16,261,277
517352,720,2.987551867219917,62,-10,259,269
517362,237,3.16,12,2,66,64
517416,4655,3.778409090909091,162,-18,265,283
517474,947,2.53887399463807,99,-9,235,244
517481,1300,3.7249283667621778,52,9,237,228
517486,325,2.9017857142857144,17,-18,74,92
517551,1789,3.9405286343612334,94,-18,268,286
517553,103,2.861111111111111,6,-4,96,100
517569,1448,4.258823529411765,35,-17,222,239
517571,14,2.8,1,23,23,0
517617,636,2.7296137339055795,46,-6,239,245
517646,2400,2.9055690072639226,139,-16,236,252
517679,578,2.2936507936507935,51,-6,219,225
517701,46,1.9166666666666667,8,-7,29,36
517726,54,1.542857142857143,6,-14,48,62
517731,4192,4.007648183556405,140,-18,254,272
517778,649,3.1052631578947367,36,-7,223,230
517850,2294,4.36952380952381,79,-18,233,251
517864,738,1.9575596816976126,81,-18,229,247
517890,657,2.7148760330578514,59,-9,233,242
517999,4671,3.2550522648083624,210,-16,241,257
518029,74,1.5416666666666667,15,-10,103,113
518097,686,2.3254237288135595,45,-14,114,128
518116,311,2.5080645161290325,17,2,87,85
518126,228,2.326530612244898,26,-9,255,264
518134,317,3.107843137254902,17,27,75,48
518145,598,3.4566473988439306,40,0,237,237
518155,507,1.8639705882352942,57,-16,187,203
518189,444,1.9821428571428572,30,-2,187,189
518194,126,2.1724137931034484,10,-18,27,45
518210,2822,4.193164933135216,98,-17,240,257
518223,528,1.8206896551724139,94,-5,249,254
518244,2032,2.957787481804949,134,-25,261,286
518258,4271,3.9730232558139535,170,-10,254,264
518265,7,1.75,1,-15,-15,0
518288,318,4.297297297297297,8,18,65,47
518330,13,2.1666666666666665,1,-8,-8,0
518349,3473,3.3076190476190477,133,-16,238,254
518359,5846,3.8309305373525557,169,-18,254,272
518363,1318,4.006079027355623,70,-6,233,239
518364,1714,3.3281553398058255,72,-18,264,282
518385,3,1.0,3,100,149,49
518389,693,3.039473684210526,82,-3,250,253
518412,1904,3.823293172690763,73,-18,223,241
518436,1453,2.3397745571658617,96,-16,226,242
518451,15,3.75,1,-11,-11,0
518469,943,4.047210300429184,44,0,227,227
518496,547,1.8417508417508417,77,-3,268,271
518503,107,3.34375,6,-6,36,42
518544,2349,4.022260273972603,95,-15,264,279
518661,103,1.8392857142857142,7,-2,221,223
518709,114,2.150943396226415,9,-18,120,138
518711,19,3.1666666666666665,2,10,12,2
518731,322,3.1262135922330097,30,-15,233,248
518771,338,2.62015503875969,23,1,137,136
518805,69,6.9,1,19,19,0
518808,1436,4.418461538461538,68,-9,243,252
518831,9189,4.6692073170731705,216,-18,240,258
518862,923,3.0664451827242525,70,-1,240,241
518876,513,2.8820224719101124,30,-9,236,245
518879,1798,2.7078313253012047,116,-8,237,245
518904,169,2.011904761904762,16,-7,47,54
518906,3,1.5,1,4,4,0
518930,743,4.7935483870967746,35,-15,118,133
518937,2355,5.376712328767123,51,3,236,233
518951,415,2.0854271356783918,30,-18,234,252
518970,411,3.669642857142857,21,-5,226,231
519012,192,3.0476190476190474,13,-9,100,109
519057,341,2.5073529411764706,37,2,260,258
519078,401,2.7655172413793103,54,-8,221,229
519084,22,2.75,3,19,24,5
519091,542,2.9456521739130435,43,-8,254,262
519094,2924,3.2890888638920135,120,-10,233,243
519100,125,2.450980392156863,16,2,131,129
519102,2657,2.6892712550607287,142,-16,229,245
519115,1772,3.251376146788991,75,-17,261,278
519116,847,2.646875,43,-25,104,129
519155,1592,3.618181818181818,49,-18,79,97
519185,4,1.0,1,23,23,0
519211,671,2.819327731092437,74,-18,260,278
519222,1808,3.7049180327868854,90,-8,227,235
519258,1326,4.47972972972973,68,-16,227,243
519294,428,2.4318181818181817,37,-1,239,240
519358,83,2.515151515151515,9,1,53,52
519387,812,3.135135135135135,52,4,227,223
519449,1,1.0,1,-16,-16,0
519472,1402,4.752542372881356,34,-15,221,236
519506,243,3.857142857142857,15,-14,230,244
519510,2268,3.4002998500749624,115,-14,239,253
519540,302,4.4411764705882355,8,10,63,53
519544,696,3.1926605504587156,40,-15,230,245
519552,1569,3.3241525423728815,68,16,234,218
519584,1118,2.540909090909091,96,-10,262,272
519589,249,3.0,13,-7,31,38
519600,48,1.4545454545454546,6,-14,7,21
519602,203,1.9519230769230769,27,1,227,226
519622,104,2.4186046511627906,18,-10,255,265
519684,3588,4.413284132841328,88,-12,254,266
519715,4891,4.339840283939663,186,-2,228,230
519800,4213,5.06979542719615,125,-5,238,243
519859,1085,1.8674698795180722,151,-4,231,235
519879,95,2.7941176470588234,7,-17,15,32
519910,346,2.4195804195804196,33,-8,181,189
519936,1851,4.294663573085847,113,-3,240,243
519941,521,2.9269662921348316,49,-23,130,153
519945,17,1.7,3,-10,-2,8
519961,167,1.964705882352941,10,-7,243,250
519969,1799,4.232941176470589,55,-4,222,226
519995,6,2.0,3,-9,-3,6
520002,4598,4.745098039215686,205,-8,267,275
520006,213,2.4204545454545454,20,-9,234,243
520024,323,2.41044776119403,25,-8,166,174
520061,7252,4.268393172454385,230,-16,267,283
520073,1296,2.799136069114471,78,-18,130,148
520076,2983,6.125256673511293,102,2,237,235
520077,7420,4.052430365920262,164,-18,266,284
520082,3155,3.643187066974596,120,-16,222,238
520097,5942,4.491307634164777,161,-18,221,239
520100,16,1.6,5,-3,144,147
520150,1491,2.3443396226415096,109,-18,250,268
520153,8,2.0,1,-18,-18,0
520187,3938,3.547747747747748,158,-18,240,258
520249,598,3.5176470588235293,23,-13,79,92
520265,2,1.0,1,11,11,0
520286,766,1.854721549636804,97,-10,254,264
520307,206,2.54320987654321,10,-18,16,34
520325,300,2.3622047244094486,35,-5,241,246
520332,2011,2.479654747225647,189,-18,264,282
520349,1408,2.4068376068376067,115,-23,260,283
520360,1160,3.647798742138365,35,-8,62,70
520377,2741,3.0867117117117115,111,-16,228,244
520400,837,3.36144578313253,58,25,227,202
520544,2584,4.264026402640264,94,-11,222,233
520588,2143,2.9477303988995875,104,-18,234,252
520711,3183,5.175609756097561,75,-18,106,124
520749,65,2.5,5,3,15,12
