id_student,avg_score,max_score,min_score,total_assessments,avg_days_submitted,banked_count
479057,84.66666666666667,92.0,71.0,12,109.33333333333333,0
479060,95.27272727272727,100.0,88.0,11,114.0,0
479061,82.83333333333333,92.0,69.0,12,106.83333333333333,0
479141,81.42857142857143,95.0,71.0,7,127.28571428571429,0
479170,89.63636363636364,100.0,78.0,11,120.18181818181819,0
479171,89.9,100.0,76.0,10,106.4,0
479305,87.36363636363636,100.0,62.0,11,121.27272727272727,0
479343,83.3,100.0,60.0,10,107.3,0
479347,53.0,53.0,53.0,1,25.0,0
479356,79.625,97.0,72.0,8,156.125,0
479442,69.88888888888889,100.0,20.0,9,152.33333333333334,0
479457,89.85714285714286,99.0,74.0,7,126.71428571428571,0
479516,77.0,100.0,60.0,8,105.875,0
479519,75.0,100.0,60.0,10,104.0,0
479522,49.333333333333336,78.0,4.0,6,124.0,0
479553,70.57142857142857,95.0,49.0,7,115.28571428571429,0
479607,63.0,70.0,59.0,3,26.0,0
479649,62.875,90.0,43.0,8,111.875,0
479738,65.9090909090909,80.0,40.0,11,107.9090909090909,0
479753,57.0,78.0,0.0,6,78.16666666666667,0
479764,88.41666666666667,96.0,80.0,12,114.75,0
479828,54.333333333333336,84.0,24.0,12,120.16666666666667,0
479845,79.08333333333333,98.0,62.0,12,110.41666666666667,0
479848,96.57142857142857,100.0,91.0,7,130.14285714285714,0
479853,86.9090909090909,100.0,77.0,11,119.36363636363636,0
479860,80.33333333333333,92.0,65.0,12,100.33333333333333,0
479922,69.16666666666667,86.0,55.0,12,115.91666666666667,0
479939,69.58333333333333,78.0,55.0,12,169.5,0
479977,75.16666666666667,90.0,56.0,6,113.16666666666667,0
479987,74.42857142857143,94.0,54.0,7,77.0,0
480014,82.83333333333333,98.0,68.0,12,123.66666666666667,0
480025,57.5,86.0,28.0,4,72.5,0
480086,89.0,100.0,80.0,8,180.875,0
480115,77.77777777777777,89.0,50.0,9,119.55555555555556,0
480181,62.0,80.0,52.0,3,56.0,0
480199,84.16666666666667,95.0,56.0,12,154.08333333333334,0
480207,82.21428571428571,95.0,51.0,14,118.42857142857143,0
480225,48.333333333333336,80.0,17.0,12,108.0,0
480303,65.0,68.0,62.0,2,37.0,0
480372,69.55555555555556,100.0,40.0,9,98.55555555555556,0
480382,75.2,100.0,30.0,10,114.1,0
480458,72.33333333333333,100.0,43.0,9,109.77777777777777,0
480507,89.9090909090909,100.0,77.0,11,112.9090909090909,0
480554,88.0,100.0,80.0,10,107.1,0
480579,76.0,89.0,61.0,4,101.25,0
480590,80.0,100.0,50.0,8,132.0,0
480604,76.4,90.0,65.0,5,75.2,0
480650,96.45454545454545,100.0,88.0,11,114.27272727272727,0
480667,71.33333333333333,100.0,39.0,6,75.83333333333333,0
480716,56.42857142857143,77.0,34.0,7,128.28571428571428,0
480815,85.3,100.0,57.0,10,109.0,0
480888,86.81818181818181,100.0,69.0,11,120.9090909090909,0
480928,21.5,43.0,0.0,2,27.0,0
480929,91.91304347826087,100.0,78.0,23,122.65217391304348,0
480937,84.66666666666667,96.0,69.0,12,141.58333333333334,0
480938,66.28571428571429,90.0,41.0,7,125.85714285714286,0
480943,75.66666666666667,100.0,54.0,9,128.44444444444446,0
480956,81.42857142857143,91.0,71.0,7,120.0,0
480959,75.88888888888889,100.0,48.0,9,155.0,0
480960,88.33333333333333,99.0,80.0,12,100.33333333333333,0
480981,53.0,55.0,50.0,3,21.666666666666668,0
480984,80.25,99.0,50.0,12,98.5,0
481010,90.81818181818181,100.0,80.0,11,114.27272727272727,0
481022,49.0,57.0,40.0,3,62.666666666666664,0
481024,70.0,70.0,70.0,1,20.0,0
481143,61.375,100.0,12.0,8,99.125,0
481150,88.0,100.0,60.0,9,107.11111111111111,0
481169,64.57142857142857,100.0,36.0,7,131.71428571428572,0
481210,46.666666666666664,60.0,40.0,3,71.0,0
481227,87.0,95.0,82.0,3,26.333333333333332,0
481240,77.25,100.0,61.0,4,44.75,0
481314,75.52380952380952,98.0,56.0,21,112.80952380952381,0
481350,80.2,100.0,46.0,20,111.35,0
481367,80.0,92.0,68.0,2,32.5,0
481404,77.88888888888889,100.0,40.0,9,151.11111111111111,0
481448,68.55555555555556,100.0,54.0,9,-1.0,9
481453,87.41666666666667,100.0,66.0,12,168.16666666666666,0
481538,76.57142857142857,93.0,60.0,7,128.0,0
481549,79.57142857142857,97.0,59.0,14,118.85714285714286,0
481580,81.36363636363636,100.0,60.0,11,112.81818181818181,0
481593,80.2,100.0,61.0,5,101.6,0
481607,90.36363636363636,100.0,78.0,11,112.63636363636364,0
481618,96.5,100.0,94.0,4,90.25,0
481667,57.833333333333336,80.0,42.0,6,117.16666666666667,0
481717,86.25,96.0,71.0,12,107.58333333333333,0
481762,71.44444444444444,100.0,60.0,9,150.33333333333334,0
481772,60.0,60.0,60.0,1,68.0,0
481787,77.25,92.0,61.0,4,99.25,0
481790,73.2,100.0,53.0,5,105.2,0
481863,73.25,80.0,62.0,8,106.875,1
481884,55.5,76.0,24.0,4,104.25,0
481947,70.0,70.0,70.0,1,18.0,0
482012,89.66666666666667,95.0,80.0,3,74.0,0
482030,86.25,90.0,83.0,4,101.75,0
482071,77.33333333333333,96.0,57.0,12,128.25,0
482083,71.14285714285714,94.0,49.0,7,130.85714285714286,0
482117,40.0,40.0,40.0,1,32.0,0
482145,43.75,66.0,11.0,8,123.25,0
482173,92.77777777777777,98.0,87.0,9,61.333333333333336,4
482187,87.83333333333333,100.0,78.0,12,128.58333333333334,0
482264,47.666666666666664,76.0,27.0,3,60.0,0
482275,72.0,86.0,58.0,3,44.333333333333336,0
482280,76.0,84.0,70.0,9,127.11111111111111,0
482356,78.0909090909091,100.0,40.0,11,121.27272727272727,0
482406,76.66666666666667,82.0,71.0,3,77.33333333333333,0
482467,83.63636363636364,100.0,60.0,11,113.72727272727273,0
482513,84.16666666666667,98.0,59.0,12,92.91666666666667,0
482644,91.08333333333333,97.0,80.0,12,163.0,0
482677,90.71428571428571,100.0,75.0,7,154.85714285714286,0
482680,86.7,100.0,74.0,10,114.7,0
482710,89.0,100.0,79.0,10,120.6,0
482726,88.25,93.0,84.0,4,94.75,0
482745,43.8,59.0,28.0,5,133.4,0
482751,100.0,100.0,100.0,1,21.0,0
482766,71.27272727272727,100.0,60.0,11,112.36363636363636,0
482810,87.88888888888889,100.0,69.0,9,127.66666666666667,0
482843,78.0,89.0,65.0,12,148.08333333333334,0
482856,80.92857142857143,94.0,56.0,14,119.35714285714286,0
482868,74.28571428571429,90.0,44.0,7,100.28571428571429,0
482938,11.0,11.0,11.0,1,21.0,0
482945,63.25,100.0,40.0,4,58.5,0
483031,88.54545454545455,100.0,63.0,11,107.63636363636364,0
483037,67.75,84.0,55.0,12,117.5,0
483064,83.81818181818181,100.0,60.0,11,113.72727272727273,0
483074,80.18181818181819,100.0,40.0,11,115.0,0
483108,78.42857142857143,100.0,47.0,7,81.42857142857143,0
483109,78.0,100.0,64.0,10,106.0,0
483131,82.75,90.0,75.0,4,97.5,0
483136,62.714285714285715,80.0,33.0,7,120.28571428571429,0
483149,83.71428571428571,94.0,71.0,7,119.85714285714286,0
483200,83.0,95.0,69.0,7,115.42857142857143,0
483243,86.5,100.0,70.0,10,111.7,0
483267,62.0,64.0,60.0,2,26.0,0
483275,76.8,98.0,24.0,20,109.85,0
483315,57.6,74.0,1.0,5,106.8,0
483362,50.142857142857146,86.0,24.0,7,131.0,0
483371,81.11111111111111,100.0,40.0,9,97.11111111111111,0
483389,77.08333333333333,92.0,61.0,12,160.58333333333334,0
483411,73.5,100.0,57.0,6,85.5,0
483468,82.54545454545455,100.0,60.0,11,110.9090909090909,0
483470,38.666666666666664,59.0,0.0,3,34.666666666666664,0
483479,84.0,84.0,84.0,1,19.0,0
483485,81.63636363636364,100.0,69.0,11,111.36363636363636,0
483508,83.6,100.0,68.0,5,108.8,0
483543,83.33333333333333,100.0,69.0,9,133.66666666666666,0
483582,64.0,64.0,64.0,1,74.0,0
483620,65.66666666666667,81.0,46.0,12,136.41666666666666,0
483626,76.54545454545455,96.0,16.0,11,58.63636363636363,7
483646,70.0909090909091,100.0,54.0,11,120.9090909090909,0
483656,67.0,86.0,48.0,2,36.0,0
483666,89.5,90.0,89.0,2,21.5,0
483674,1.0,1.0,1.0,1,4.0,0
483703,88.66666666666667,100.0,83.0,3,39.666666666666664,0
483706,80.75,91.0,71.0,4,94.75,0
483724,65.33333333333333,84.0,34.0,3,51.666666666666664,0
483744,73.14285714285714,100.0,42.0,7,88.71428571428571,0
483793,78.0,89.0,67.0,2,45.0,0
483800,70.6,78.0,67.0,5,115.0,0
483818,85.14285714285714,97.0,67.0,14,118.42857142857143,0
483858,77.72727272727273,100.0,64.0,11,111.18181818181819,0
483869,85.0,97.0,73.0,6,56.166666666666664,0
483872,83.25,89.0,74.0,12,123.66666666666667,0
483876,78.11111111111111,100.0,57.0,9,127.11111111111111,0
483921,80.0,100.0,54.0,4,47.25,0
483934,53.714285714285715,86.0,27.0,7,130.0,0
483952,71.18181818181819,100.0,48.0,11,113.9090909090909,0
483959,69.71428571428571,100.0,40.0,7,144.42857142857142,0
483975,62.083333333333336,89.0,38.0,12,135.0,0
483997,83.75,96.0,62.0,12,129.75,0
484010,85.33333333333333,96.0,76.0,6,134.16666666666666,0
484039,50.5,80.0,8.0,6,85.66666666666667,0
484075,82.91666666666667,97.0,63.0,12,163.33333333333334,0
484125,66.0,82.0,56.0,3,25.666666666666668,0
484130,59.333333333333336,60.0,59.0,3,22.666666666666668,1
484135,75.81818181818181,100.0,48.0,11,117.9090909090909,1
484165,80.0,80.0,80.0,2,34.5,0
484174,41.333333333333336,50.0,28.0,3,76.0,0
484213,66.71428571428571,89.0,35.0,7,123.14285714285714,0
484223,84.3,100.0,60.0,20,123.85,0
484242,69.4,84.0,23.0,5,33.6,2
484252,42.8,60.0,1.0,5,105.4,0
484266,57.0,69.0,47.0,5,47.6,0
484301,84.72727272727273,100.0,53.0,11,122.63636363636364,0
484312,56.0,58.0,54.0,2,34.0,0
484355,34.333333333333336,49.0,20.0,3,55.0,0
484412,82.27272727272727,100.0,55.0,11,122.18181818181819,0
484423,79.85714285714286,91.0,57.0,7,130.71428571428572,0
484435,94.5,100.0,90.0,4,157.75,0
484436,56.857142857142854,68.0,51.0,7,127.14285714285714,0
484458,90.75,98.0,84.0,12,108.66666666666667,0
484464,73.0,100.0,54.0,5,133.4,0
484475,79.0,80.0,78.0,2,28.5,0
484490,57.8,83.0,1.0,5,101.6,0
484494,70.0,70.0,70.0,1,24.0,0
484550,100.0,100.0,100.0,1,12.0,0
484556,65.0,80.0,38.0,12,161.25,0
484574,62.8,82.0,54.0,5,81.0,0
484594,78.08333333333333,94.0,41.0,12,109.33333333333333,0
484675,42.0,78.0,18.0,5,95.2,0
484762,75.0,98.0,37.0,6,121.5,0
484768,67.33333333333333,100.0,43.0,9,103.44444444444444,0
484780,78.75,97.0,54.0,12,169.0,0
484787,78.0,78.0,78.0,1,23.0,0
484790,76.83333333333333,98.0,56.0,12,137.58333333333334,0
484816,75.75,89.0,60.0,8,77.75,0
484885,82.0,100.0,57.0,8,115.875,1
484897,64.8,78.0,37.0,5,115.8,0
484933,93.36363636363636,100.0,80.0,11,112.81818181818181,0
484947,72.16666666666667,81.0,55.0,12,126.33333333333333,0
484983,86.85714285714286,100.0,73.0,7,76.71428571428571,0
484999,53.666666666666664,57.0,48.0,3,25.0,0
485006,76.0,100.0,50.0,10,113.4,0
485180,79.45454545454545,100.0,65.0,11,107.0,0
485195,66.57142857142857,87.0,36.0,7,129.28571428571428,0
485219,33.666666666666664,54.0,11.0,3,50.666666666666664,0
485228,61.25,84.0,43.0,12,99.66666666666667,0
485262,89.54545454545455,100.0,75.0,11,110.0,0
485282,86.0,95.0,78.0,6,103.33333333333333,0
485312,85.61904761904762,100.0,70.0,21,117.23809523809524,0
485374,73.5,82.0,63.0,12,114.83333333333333,0
485399,74.45454545454545,100.0,58.0,11,115.36363636363636,0
485421,49.333333333333336,65.0,40.0,6,133.5,0
485439,41.25,64.0,1.0,4,37.75,0
485448,76.875,100.0,60.0,8,180.875,0
485464,59.5,89.0,31.0,14,120.0,0
485506,51.857142857142854,73.0,25.0,7,126.14285714285714,0
485519,74.42857142857143,83.0,68.0,7,127.42857142857143,0
485528,85.58333333333333,98.0,60.0,12,101.58333333333333,0
485534,90.81818181818181,100.0,80.0,11,121.0,0
485544,56.166666666666664,73.0,39.0,12,145.41666666666666,0
485582,74.75,92.0,44.0,4,94.75,0
485594,58.625,97.0,0.0,8,114.625,0
485604,86.22222222222223,91.0,80.0,9,128.22222222222223,0
485630,83.0909090909091,100.0,62.0,11,112.9090909090909,0
485671,69.16666666666667,83.0,52.0,12,108.25,4
485675,67.8,100.0,33.0,10,118.5,0
485734,64.28571428571429,88.0,20.0,7,129.14285714285714,0
485762,81.81818181818181,100.0,66.0,11,121.0909090909091,0
485766,87.92857142857143,94.0,79.0,14,118.28571428571429,0
485768,74.91666666666667,95.0,60.0,12,117.58333333333333,0
485772,74.0909090909091,100.0,40.0,11,120.9090909090909,0
485780,81.5,87.0,69.0,12,147.83333333333334,0
485791,66.71428571428571,83.0,32.0,7,125.28571428571429,0
485853,100.0,100.0,100.0,1,17.0,0
485885,83.83333333333333,94.0,71.0,12,128.0,0
485898,83.0,92.0,73.0,3,72.66666666666667,0
485909,61.5,85.0,37.0,4,95.75,0
485920,53.44444444444444,78.0,32.0,9,98.55555555555556,0
485944,66.5,77.0,45.0,4,55.5,0
485962,80.4,94.0,72.0,5,113.4,0
485980,71.36363636363636,100.0,54.0,11,109.27272727272727,0
486004,63.5,80.0,46.0,10,115.2,0
486007,84.41666666666667,98.0,70.0,12,131.66666666666666,0
486022,62.142857142857146,73.0,52.0,7,121.57142857142857,0
486087,85.41666666666667,93.0,70.0,12,121.66666666666667,0
486099,88.4,100.0,73.0,10,110.1,0
486145,61.333333333333336,70.0,50.0,3,53.333333333333336,0
486279,88.22222222222223,100.0,75.0,9,142.33333333333334,0
486282,70.33333333333333,100.0,44.0,3,44.333333333333336,0
486287,75.14285714285714,98.0,61.0,7,115.85714285714286,0
486300,62.0,68.0,56.0,2,26.5,0
486378,40.0,40.0,40.0,1,20.0,0
486391,89.54545454545455,100.0,79.0,11,108.54545454545455,0
486457,80.54545454545455,100.0,42.0,11,123.45454545454545,0
486511,68.08333333333333,90.0,48.0,12,146.08333333333334,0
486516,59.2,100.0,28.0,5,108.6,0
486521,71.36363636363636,100.0,54.0,11,114.72727272727273,0
486533,79.14285714285714,92.0,51.0,7,130.28571428571428,0
486545,85.25,93.0,81.0,4,95.25,0
486551,54.666666666666664,74.0,26.0,12,113.66666666666667,0
486656,87.72727272727273,100.0,75.0,11,114.27272727272727,0
486737,40.0,40.0,40.0,1,20.0,0
486836,81.5,94.0,68.0,4,90.75,0
486877,72.0,88.0,27.0,7,109.71428571428571,0
486890,62.42857142857143,77.0,49.0,7,128.0,0
486948,63.25,90.0,3.0,8,15.5,7
486964,84.38461538461539,95.0,62.0,13,132.0,0
486994,95.2,100.0,83.0,10,100.5,0
487002,91.9,100.0,80.0,10,101.9,0
487168,58.583333333333336,82.0,23.0,24,111.70833333333333,0
487214,79.14285714285714,100.0,69.0,7,83.14285714285714,0
487239,82.0,85.0,78.0,4,90.75,0
487247,59.4,78.0,49.0,5,48.0,0
487267,35.0,40.0,30.0,2,22.0,0
487271,90.0,94.0,86.0,3,-1.0,3
487278,89.125,100.0,75.0,8,138.625,0
487293,44.857142857142854,59.0,35.0,7,131.28571428571428,0
487314,84.95,100.0,48.0,20,123.65,0
487329,82.3,100.0,68.0,10,111.1,0
487371,81.54545454545455,100.0,62.0,11,122.27272727272727,0
487543,77.2,100.0,51.0,10,96.0,0
487556,66.8,79.0,49.0,10,74.1,4
487570,44.0,44.0,44.0,1,21.0,0
487588,91.0,97.0,87.0,4,94.5,0
487607,47.833333333333336,70.0,28.0,6,87.16666666666667,0
487621,89.5,95.0,80.0,4,95.75,0
487629,41.111111111111114,67.0,26.0,9,128.0,0
487636,64.5,84.0,42.0,12,111.0,0
487646,65.0909090909091,100.0,17.0,11,114.81818181818181,0
487681,79.88888888888889,100.0,67.0,9,114.11111111111111,0
487711,94.14285714285714,100.0,83.0,14,118.35714285714286,0
488136,77.0,90.0,64.0,4,17.25,2
488185,72.0,72.0,72.0,1,18.0,0
488195,93.9090909090909,100.0,85.0,11,122.18181818181819,0
488324,52.0,52.0,52.0,1,19.0,0
488386,70.0,97.0,45.0,13,128.07692307692307,0
488394,87.16666666666667,98.0,66.0,12,108.41666666666667,0
488425,89.66666666666667,100.0,78.0,6,72.66666666666667,0
488427,70.54545454545455,100.0,48.0,11,120.72727272727273,0
488431,46.666666666666664,80.0,10.0,9,128.44444444444446,0
488445,76.75,100.0,60.0,8,151.125,0
488477,72.66666666666667,100.0,56.0,3,41.333333333333336,0
488524,80.0,92.0,68.0,12,116.58333333333333,0
488525,80.41666666666667,97.0,68.0,12,122.25,0
488575,77.57142857142857,90.0,66.0,7,57.0,0
488675,86.75,98.0,46.0,12,124.16666666666667,0
488680,89.57142857142857,94.0,84.0,7,79.57142857142857,4
488755,89.0,89.0,89.0,1,21.0,0
488758,52.0,66.0,38.0,2,43.0,0
488863,83.45454545454545,100.0,65.0,11,112.9090909090909,0
488941,95.71428571428571,100.0,91.0,7,98.42857142857143,0
488968,93.33333333333333,100.0,84.0,12,146.91666666666666,0
488990,54.0,62.0,40.0,5,110.4,0
489084,71.5,80.0,63.0,2,36.5,0
489087,83.75,93.0,72.0,12,118.16666666666667,0
489137,85.08333333333333,97.0,74.0,12,138.41666666666666,0
489146,75.0,86.0,64.0,2,33.0,0
489198,87.0,94.0,80.0,2,30.5,0
489209,66.85714285714286,84.0,27.0,7,126.85714285714286,0
489222,68.66666666666667,80.0,40.0,9,154.66666666666666,0
489251,82.0,100.0,62.0,11,111.54545454545455,0
489291,57.0,79.0,40.0,4,39.0,0
489313,77.0,77.0,77.0,1,25.0,0
489320,68.14285714285714,80.0,56.0,7,98.71428571428571,0
489410,77.83333333333333,83.0,72.0,6,114.66666666666667,0
489443,70.58333333333333,85.0,53.0,12,146.33333333333334,0
489455,70.6,74.0,68.0,5,110.6,0
489507,59.285714285714285,67.0,53.0,7,123.57142857142857,0
489553,57.9,75.0,40.0,10,191.8,0
489560,75.16666666666667,89.0,30.0,12,128.5,0
489624,81.44444444444444,100.0,40.0,9,153.44444444444446,0
489889,74.375,100.0,60.0,8,120.875,0
489929,76.2,92.0,60.0,5,133.4,0
489990,50.833333333333336,66.0,25.0,6,117.5,0
490024,74.66666666666667,94.0,50.0,9,127.77777777777777,0
490081,87.76923076923077,98.0,60.0,13,117.53846153846153,0
490082,93.5,99.0,86.0,12,119.0,0
490152,67.0,78.0,60.0,3,41.666666666666664,0
490154,61.6,82.0,43.0,5,65.2,0
490195,82.08333333333333,88.0,74.0,12,104.75,0
490282,61.0,76.0,44.0,9,128.22222222222223,0
490284,81.0,91.0,65.0,7,61.714285714285715,0
490297,45.714285714285715,79.0,16.0,7,56.42857142857143,0
490299,1.0,1.0,1.0,1,2.0,0
490313,58.0,74.0,42.0,5,75.6,0
490391,82.22222222222223,100.0,70.0,9,108.55555555555556,0
490394,55.8,78.0,38.0,5,140.2,0
490443,68.5,74.0,63.0,2,54.0,0
490449,76.27272727272727,88.0,70.0,11,162.63636363636363,0
490500,54.0,54.0,54.0,1,16.0,0
490505,89.58333333333333,96.0,82.0,12,90.5,0
490514,81.3,100.0,71.0,10,107.4,0
490530,61.0,61.0,61.0,1,25.0,0
490587,41.0,62.0,20.0,2,26.5,0
490629,86.85714285714286,94.0,73.0,7,113.57142857142857,0
490662,57.666666666666664,75.0,48.0,3,28.333333333333332,0
490677,81.63636363636364,100.0,73.0,11,121.36363636363636,0
490738,12.5,14.0,11.0,2,39.5,0
490768,75.16666666666667,98.0,28.0,6,72.83333333333333,0
490769,52.4,69.0,26.0,5,75.4,0
490894,70.0,100.0,36.0,9,102.11111111111111,0
491004,89.5,97.0,80.0,12,140.33333333333334,0
491011,73.16666666666667,90.0,61.0,12,92.58333333333333,0
491036,58.0,76.0,40.0,6,109.83333333333333,0
491077,48.5,60.0,37.0,2,173.5,0
491081,58.857142857142854,90.0,25.0,7,127.28571428571429,0
491097,69.6,100.0,50.0,5,73.0,0
491106,63.857142857142854,87.0,28.0,14,117.21428571428571,0
491108,78.5,94.0,56.0,14,118.57142857142857,0
491110,87.0,88.0,86.0,2,37.5,0
491126,90.08333333333333,100.0,81.0,12,121.58333333333333,0
491170,37.8,66.0,0.0,5,88.8,0
491279,83.45454545454545,100.0,72.0,11,92.18181818181819,5
491387,65.8,88.0,1.0,5,105.6,0
491474,75.33333333333333,100.0,57.0,3,86.33333333333333,0
491486,81.33333333333333,90.0,68.0,3,29.333333333333332,0
491503,81.0,82.0,80.0,2,30.5,0
491548,84.0,88.0,80.0,2,24.0,0
491578,68.25,81.0,52.0,4,98.25,0
491606,77.16666666666667,96.0,66.0,12,129.83333333333334,0
491636,90.83333333333333,100.0,79.0,12,167.91666666666666,0
491664,79.0,87.0,74.0,3,115.0,0
491693,81.4,92.0,72.0,5,47.0,0
491742,4.0,4.0,4.0,1,38.0,0
491756,65.5,74.0,57.0,2,138.5,0
491757,78.4,94.0,63.0,5,47.2,0
491771,72.25,90.0,48.0,4,93.75,0
491843,62.666666666666664,84.0,50.0,3,40.0,0
491863,84.25,95.0,73.0,12,129.41666666666666,0
491874,87.5,89.0,86.0,2,38.5,0
491875,55.0,55.0,55.0,1,24.0,0
491907,76.0,100.0,60.0,3,40.666666666666664,0
491914,51.69230769230769,78.0,37.0,13,126.61538461538461,0
491926,77.625,88.0,67.0,8,114.125,0
491959,66.0,86.0,46.0,2,20.0,0
491966,82.18181818181819,100.0,70.0,11,91.9090909090909,5
492020,78.5,90.0,67.0,2,27.0,0
492024,79.0,100.0,58.0,12,154.75,0
492088,72.0,88.0,52.0,11,144.63636363636363,0
492095,66.57142857142857,78.0,58.0,7,121.71428571428571,0
492153,84.3,100.0,61.0,10,118.7,0
492177,40.375,75.0,20.0,8,69.125,0
492182,84.18181818181819,100.0,62.0,11,112.18181818181819,0
492240,84.8,100.0,66.0,10,110.2,0
492286,88.0909090909091,100.0,70.0,11,120.81818181818181,0
492357,56.416666666666664,88.0,32.0,12,100.91666666666667,3
492371,79.0909090909091,97.0,58.0,11,106.27272727272727,0
492403,70.5,86.0,60.0,4,92.5,0
492478,72.0,100.0,40.0,5,63.8,0
492480,64.71428571428571,85.0,50.0,7,115.57142857142857,0
492496,85.0,95.0,71.0,7,116.57142857142857,0
492537,62.857142857142854,80.0,32.0,7,107.71428571428571,0
492552,60.0,60.0,60.0,1,31.0,0
492557,72.3,94.0,31.0,20,57.9,10
492579,100.0,100.0,100.0,1,3.0,0
492590,81.0,100.0,60.0,5,67.6,0
492592,75.2,98.0,1.0,5,106.6,0
492613,68.82352941176471,89.0,6.0,17,105.52941176470588,0
492635,60.714285714285715,90.0,15.0,7,130.28571428571428,0
492676,66.0,100.0,50.0,5,98.6,0
492726,75.81818181818181,100.0,60.0,11,121.27272727272727,0
492740,72.57142857142857,88.0,25.0,7,128.85714285714286,0
492851,70.91666666666667,91.0,59.0,12,94.5,0
492895,94.0,100.0,81.0,4,45.75,0
492900,57.22222222222222,86.0,40.0,9,127.66666666666667,0
492909,83.125,100.0,64.0,8,137.375,0
492928,71.7,100.0,40.0,10,107.4,0
492946,79.36363636363636,100.0,60.0,11,114.72727272727273,0
492979,54.6,71.0,1.0,5,106.8,0
492993,43.333333333333336,50.0,37.0,3,56.333333333333336,0
493186,67.5,100.0,40.0,10,113.4,0
493207,54.25,86.0,10.0,8,102.625,1
493296,61.333333333333336,76.0,40.0,3,52.0,0
493377,78.66666666666667,100.0,63.0,3,53.333333333333336,0
493404,72.6,86.0,56.0,5,125.0,0
493416,68.88888888888889,89.0,44.0,9,129.33333333333334,0
493434,83.42857142857143,97.0,75.0,7,19.571428571428573,4
493443,32.4,45.0,1.0,5,114.8,0
493451,71.5,100.0,40.0,4,57.25,0
493453,80.3,100.0,41.0,10,129.3,0
493460,81.6,100.0,69.0,5,108.4,0
493465,71.72727272727273,100.0,50.0,11,121.36363636363636,0
493515,78.33333333333333,100.0,13.0,9,112.22222222222223,0
493539,89.66666666666667,100.0,73.0,12,118.75,0
493559,73.4,100.0,41.0,10,102.3,0
493609,100.0,100.0,100.0,1,19.0,0
493650,67.5,70.0,65.0,2,26.5,0
493725,49.0,63.0,28.0,3,52.333333333333336,0
493760,78.5,92.0,55.0,12,129.33333333333334,0
493763,74.45454545454545,100.0,1.0,11,142.72727272727272,0
493773,84.72727272727273,100.0,61.0,11,114.0909090909091,0
493793,83.0,98.0,67.0,12,112.08333333333333,0
493822,41.5,43.0,40.0,2,44.5,0
493876,56.0,82.0,30.0,10,80.4,0
493879,41.0,41.0,41.0,1,24.0,0
493912,75.81818181818181,100.0,60.0,11,114.36363636363636,0
493958,75.18181818181819,100.0,55.0,11,114.72727272727273,0
493984,66.66666666666667,78.0,48.0,12,45.25,4
493988,94.25,99.0,90.0,4,96.5,0
493999,63.5,67.0,60.0,2,37.0,0
494046,81.4,92.0,60.0,15,63.93333333333333,4
494095,84.63636363636364,100.0,68.0,11,114.63636363636364,0
494143,72.0,72.0,72.0,1,22.0,0
494164,90.0,90.0,90.0,1,19.0,0
494165,63.25,76.0,55.0,12,134.75,0
494184,68.41666666666667,83.0,54.0,12,183.83333333333334,0
494211,70.88888888888889,90.0,50.0,9,84.0,0
494212,79.0909090909091,100.0,1.0,11,121.9090909090909,0
494214,85.72727272727273,100.0,60.0,11,116.45454545454545,0
494270,92.0,99.0,87.0,4,98.75,0
494278,94.63636363636364,100.0,88.0,11,115.18181818181819,0
494291,64.0,64.0,64.0,1,157.0,0
494329,41.0,71.0,25.0,3,57.666666666666664,0
494340,87.5,96.0,82.0,12,113.0,0
494341,61.0,81.0,39.0,12,103.0,0
494389,89.0,89.0,89.0,1,16.0,0
494427,85.75,92.0,73.0,4,88.0,0
494433,61.833333333333336,83.0,42.0,12,171.58333333333334,0
494443,77.08333333333333,93.0,60.0,12,120.08333333333333,0
494471,64.81818181818181,100.0,46.0,11,120.18181818181819,0
494495,80.83333333333333,93.0,71.0,12,154.0,0
494498,75.0,89.0,63.0,4,86.25,0
494622,76.83333333333333,90.0,66.0,12,168.0,0
494637,93.21428571428571,100.0,81.0,14,117.28571428571429,0
494667,74.33333333333333,89.0,59.0,6,115.33333333333333,0
494722,82.75,93.0,70.0,4,71.5,0
494728,29.666666666666668,49.0,9.0,3,55.333333333333336,0
494786,93.36363636363636,100.0,79.0,11,106.81818181818181,0
494789,95.7,100.0,87.0,10,112.0,0
494818,73.9090909090909,88.0,58.0,11,131.9090909090909,0
494829,62.833333333333336,89.0,39.0,6,89.83333333333333,0
494838,77.0,77.0,77.0,1,23.0,0
494840,77.0,77.0,77.0,1,23.0,0
494866,62.0,62.0,62.0,1,17.0,0
494872,71.0,78.0,64.0,2,51.5,0
494896,84.6,100.0,63.0,10,82.9,0
494903,92.0,92.0,92.0,1,19.0,0
494911,44.0,44.0,44.0,1,21.0,0
494919,73.61111111111111,94.0,39.0,18,120.66666666666667,0
494927,86.25,100.0,80.0,4,54.75,0
494960,81.6,100.0,60.0,10,120.7,0
494975,69.0,70.0,68.0,2,35.0,0
495035,78.72727272727273,100.0,59.0,11,120.81818181818181,0
495115,86.0,100.0,75.0,5,47.0,0
495239,43.333333333333336,65.0,1.0,3,62.666666666666664,0
495276,89.66666666666667,100.0,60.0,9,168.77777777777777,0
495284,66.6,76.0,57.0,5,114.8,0
495298,57.0,57.0,57.0,1,25.0,0
