code_module,code_presentation,id_student,gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region
BBB,2014J,651008,1,3,85.0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,651027,1,2,85.0,0,0,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,651030,1,1,35.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,651065,1,1,65.0,0,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,651087,1,2,5.0,0,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,651089,1,2,25.0,0,0,120,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,651148,1,2,35.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,651177,1,2,25.0,1,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,651209,1,2,25.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,651257,1,1,25.0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,651278,1,2,35.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,651324,1,1,35.0,0,0,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,651359,1,3,75.0,1,0,120,0,2,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,651394,1,3,65.0,0,0,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,651415,1,2,65.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,651429,1,3,75.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,651520,1,3,5.0,0,0,60,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,651544,1,1,25.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,651586,1,1,35.0,0,0,120,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,651605,0,1,15.0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,651609,1,1,5.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,651610,1,1,45.0,0,0,60,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,651655,1,1,25.0,0,0,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,651659,1,1,25.0,1,0,120,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,651678,1,2,15.0,0,0,120,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,651775,0,1,45.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,651778,0,1,15.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,651798,1,1,35.0,0,0,120,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,651801,1,2,15.0,0,0,60,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,651814,0,3,15.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,651831,0,2,65.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,651863,1,2,15.0,0,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,651883,1,1,25.0,1,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,651925,1,2,35.0,0,0,120,1,1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,651939,1,1,35.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,651974,1,2,85.0,1,0,120,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,651979,1,2,15.0,0,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,651980,1,2,55.0,0,0,120,0,2,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,651991,1,3,45.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,652006,1,0,5.0,1,0,120,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,652017,1,1,35.0,0,0,120,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,652044,0,3,55.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,652090,1,1,75.0,1,0,60,0,2,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,652105,1,1,5.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,652114,1,1,5.0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,652130,1,1,5.0,1,0,60,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,652149,1,0,25.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,652156,0,1,35.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,652158,1,1,35.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,652226,1,2,65.0,0,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,652288,0,2,25.0,0,0,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,652315,1,1,5.0,0,0,120,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,652366,1,1,85.0,1,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,652390,1,2,25.0,0,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,652522,1,1,75.0,0,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,652533,1,1,15.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,652553,1,2,25.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,652556,1,2,15.0,1,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,652558,1,1,45.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,652572,1,2,45.0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,652584,1,2,5.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,652585,1,2,55.0,0,0,60,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,652586,1,1,95.0,0,0,60,0,2,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,652605,1,3,5.0,0,0,120,0,1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,652731,1,2,95.0,0,0,120,0,-1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,652744,1,0,65.0,0,0,180,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,652754,1,1,75.0,0,0,60,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,652803,1,3,15.0,0,0,120,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,652818,1,2,75.0,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,652851,1,1,5.0,0,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,652886,0,2,45.0,0,0,90,1,1,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,652906,1,2,35.0,0,0,60,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,652933,1,1,5.0,0,0,210,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,652969,1,2,5.0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,653027,1,1,5.0,0,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,653034,1,0,35.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,653052,1,1,35.0,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,653059,1,1,45.0,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,653068,1,2,5.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,653086,1,2,95.0,1,0,60,1,2,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,653097,1,1,25.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,653188,1,1,5.0,0,0,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,653193,1,1,25.0,1,0,60,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,653239,1,1,5.0,0,0,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,653240,1,1,85.0,0,0,210,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,653244,1,1,35.0,0,0,60,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,653262,0,2,25.0,0,0,120,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,653295,1,1,25.0,1,0,60,1,-1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,653384,1,2,35.0,0,0,120,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
BBB,2014J,653385,1,2,5.0,1,0,120,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
BBB,2014J,653465,1,1,35.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,653541,1,2,35.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,653551,1,1,15.0,0,0,180,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,653577,1,3,95.0,1,0,60,0,2,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,653597,1,2,75.0,0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BBB,2014J,653633,0,1,65.0,1,0,60,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,653664,1,2,5.0,0,0,120,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,653702,1,1,15.0,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,653730,1,1,15.0,0,0,60,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,653752,1,2,75.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,653762,1,1,35.0,0,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,653826,1,3,35.0,1,0,120,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,653840,1,2,55.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,653870,1,2,25.0,1,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,653944,1,2,65.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,653951,1,3,85.0,0,0,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,653952,1,2,25.0,1,0,150,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,653958,1,2,25.0,0,0,120,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,654001,0,1,75.0,0,0,120,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,654005,1,2,45.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,654043,1,2,55.0,0,0,180,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,654071,1,2,75.0,1,0,60,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,654206,1,1,85.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,654214,1,1,15.0,1,0,60,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,654256,1,1,25.0,0,0,120,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,654259,1,3,5.0,0,0,120,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,654265,1,2,75.0,0,0,60,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,654333,1,2,55.0,0,0,60,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,654392,1,3,85.0,1,0,60,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,654404,1,1,15.0,0,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,654415,0,1,15.0,0,0,60,1,1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,654422,1,0,5.0,0,0,60,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,654524,1,1,55.0,0,0,120,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,654545,1,3,5.0,1,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,654585,1,3,25.0,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,654639,1,0,25.0,0,0,120,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,654657,1,3,65.0,0,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,654678,0,2,65.0,0,0,60,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,654796,1,2,45.0,0,0,120,1,-1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,654856,1,1,95.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,654913,1,1,75.0,1,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,654923,1,1,45.0,0,0,60,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,654958,1,1,75.0,1,0,180,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,655084,1,1,55.0,0,0,120,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,655086,1,1,55.0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,655152,1,3,95.0,0,0,120,0,-1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,655155,1,2,95.0,1,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,655224,1,2,25.0,0,0,60,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,655230,1,2,25.0,0,0,120,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,655296,1,2,35.0,0,0,90,0,1,0,0,0,1,0,0,0,0,0,0,0,0
BBB,2014J,655314,0,2,95.0,0,0,120,0,2,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,655342,1,2,5.0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,655406,1,1,5.0,0,0,120,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,655414,1,1,65.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,655460,1,1,25.0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,655471,1,1,25.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,655546,1,3,5.0,1,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,655547,1,2,15.0,1,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,655572,1,1,55.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,655605,1,1,55.0,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,655613,1,1,65.0,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,655662,0,1,55.0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,655668,0,2,35.0,0,0,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,655828,1,2,25.0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,655829,1,2,5.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,655878,1,1,35.0,1,0,60,1,-1,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,655992,0,3,55.0,1,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,656067,1,1,15.0,1,0,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656089,1,3,5.0,0,0,60,0,-1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,656112,1,1,35.0,0,0,180,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656122,1,1,35.0,1,0,60,0,-1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656129,1,2,55.0,0,0,120,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,656181,1,1,45.0,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656187,0,2,25.0,0,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656190,0,1,5.0,0,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656194,1,1,75.0,1,0,120,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656196,1,1,75.0,0,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656197,0,3,35.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,656200,0,1,5.0,1,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656204,1,2,55.0,0,0,60,0,-1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656206,1,1,25.0,1,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656208,1,1,45.0,0,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656217,1,1,25.0,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,656222,1,2,45.0,1,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656227,1,2,15.0,1,0,60,0,2,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656228,1,1,45.0,0,0,120,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,656253,1,1,45.0,0,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656276,1,2,15.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,656352,1,1,35.0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656373,1,2,85.0,1,0,60,0,2,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,656386,1,2,15.0,0,0,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,656412,1,2,75.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656453,1,1,45.0,0,0,60,0,-1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656455,0,2,45.0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656472,1,2,65.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,656475,0,3,85.0,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656481,1,2,45.0,1,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656494,1,2,5.0,0,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656522,1,2,15.0,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,656540,0,2,15.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,656549,1,1,55.0,0,0,60,0,-1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,656557,1,1,65.0,1,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,656566,1,2,15.0,0,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,656576,1,1,5.0,0,0,180,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,656681,1,2,25.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,656698,1,1,5.0,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656711,1,1,65.0,1,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656755,1,2,15.0,0,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,656784,1,3,25.0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,656873,1,2,95.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,656915,1,3,65.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,656990,0,1,75.0,1,0,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,657032,1,1,55.0,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,657099,1,2,35.0,0,0,120,1,0,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,657290,1,1,25.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,657293,1,2,35.0,0,0,60,0,2,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,674201,1,2,65.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,674214,1,3,45.0,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,674276,1,3,35.0,1,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,674280,1,1,15.0,1,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,674290,1,2,85.0,0,0,60,0,2,0,0,0,1,0,0,0,0,0,0,0,0
BBB,2014J,674319,1,1,5.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,674322,0,3,45.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,674323,1,1,5.0,0,0,60,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,674349,1,2,35.0,0,0,60,0,2,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,674495,1,2,15.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,674501,1,2,35.0,0,0,60,1,-1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,674502,1,1,55.0,0,0,60,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,674548,1,1,5.0,1,0,60,0,-1,0,1,0,0,0,0,0,0,0,0,0,0
BBB,2014J,674576,1,2,65.0,1,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,674605,1,1,95.0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,674616,1,2,75.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,674643,0,1,25.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,674746,1,3,55.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,674748,1,2,5.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,674758,1,2,85.0,0,0,60,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014J,674777,1,1,15.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,674784,1,3,45.0,0,0,120,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,674922,1,1,35.0,1,0,60,0,1,0,0,0,1,0,0,0,0,0,0,0,0
BBB,2014J,674960,1,2,55.0,1,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,675042,1,0,5.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,675047,1,3,35.0,0,0,60,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
BBB,2014J,675059,1,1,5.0,0,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,675085,1,1,5.0,0,0,60,1,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,675094,1,1,15.0,1,0,90,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,675096,0,1,5.0,1,0,60,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,675116,1,1,35.0,0,0,210,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,675159,1,1,25.0,1,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,675161,0,1,15.0,0,0,120,1,-1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,675165,1,3,35.0,1,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
BBB,2014J,675178,1,2,85.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014J,675223,1,1,5.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,675231,1,2,95.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,675246,1,3,75.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,675526,1,1,5.0,1,0,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,675576,1,1,25.0,1,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BBB,2014J,675627,1,1,5.0,0,0,120,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
BBB,2014J,675671,1,2,5.0,1,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,675673,1,2,85.0,0,0,60,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
BBB,2014J,675728,1,1,45.0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,675750,1,1,15.0,1,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,675807,1,3,25.0,1,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BBB,2014J,675922,1,2,85.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,675929,1,1,5.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014J,676011,1,2,75.0,0,0,120,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014J,676093,1,1,65.0,0,0,60,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
BBB,2014J,676151,1,1,5.0,0,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,676169,1,2,15.0,0,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0
BBB,2014J,676176,1,2,75.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0
